French Sentence,English Translation,POS Sequence,Dependency Sequence,Valence,Relative Position
"Le monde était un cauchemar de souffrance, de désolation, de solitude, de vide, de néant et de mort.","The world was a nightmare of suffering, desolation, loneliness, emptiness, nothingness, and death.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"était-nsubj-monde,était-cop-était,était-obj-cauchemar,cauchemar-det-un,cauchemar-nmod-souffrance,souffrance-case-de,souffrance-conj-désolation,désolation-case-de,désolation-conj-solitude,solitude-case-de,solitude-conj-vide,vide-case-de,vide-conj-néant,néant-case-de,néant-conj-mort,mort-case-de,monde-det-le",-0.9,2
"Elle portait le poids de sa solitude, de son silence, de sa douleur, de son désespoir, de sa résignation, de son néant et de son passé.","She carried the weight of her loneliness, her silence, her pain, her despair, her resignation, her nothingness, and her past.",PRON VERB DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"portait-nsubj-elle,portait-obj-poids,poids-det-le,poids-nmod-solitude,solitude-det-sa,solitude-conj-silence,silence-det-son,silence-conj-douleur,douleur-det-sa,douleur-conj-désespoir,désespoir-det-son,désespoir-conj-résignation,résignation-det-sa,résignation-conj-néant,néant-det-son,néant-conj-passé,passé-det-son,passé-case-de son",-0.9,2
"Les jours s'éteignaient dans l'oubli, le désespoir, l'amertume, la résignation, la mort, le néant, l'indifférence et le vide.","The days died out in oblivion, despair, bitterness, resignation, death, nothingness, indifference, and emptiness.",DET NOUN PRON VERB ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"éteignaient-nsubj-jours,éteignaient-obj-s',éteignaient-obl-oubli,oubli-det-l',oubli-conj-désespoir,désespoir-det-le,désespoir-conj-amertume,amertume-det-l',amertume-conj-résignation,résignation-det-la,résignation-conj-mort,mort-det-la,mort-conj-néant,néant-det-le,néant-conj-indifférence,indifférence-det-l',indifférence-conj-vide,vide-det-le,jours-det-les",-0.9,2
"Un cœur lourd, vide, brisé, désespéré, sans espoir, sans vie, sans avenir, sans lumière et sans raison.","A heavy, empty, broken, desperate, hopeless, lifeless, futureless, lightless, and reasonless heart.",DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"cœur-det-un,lourd-amod-lourd,vide-amod-vide,brisé-amod-brisé,désespéré-amod-désespéré,espoir-case-sans,vie-case-sans,avenir-case-sans,lumière-case-sans,raison-case-sans",-0.9,0
"Le silence était un linceul froid, sombre, lourd, éternel, oppressant, infini et mortel.","Silence was a cold, dark, heavy, eternal, oppressive, infinite, and deadly shroud.",DET NOUN AUX DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"était-nsubj-silence,était-cop-était,était-obj-linceul,linceul-det-un,linceul-amod-froid,froid-conj-sombre,sombre-conj-lourd,lourd-conj-éternel,éternel-conj-oppressant,oppressant-conj-infini,infini-conj-mortel,silence-det-le",-0.9,2
"Il ne restait que l'écho de sa voix, de ses larmes, de son désespoir, de sa solitude, de son néant, de son silence et de son passé.","Only the echo of his voice, tears, despair, loneliness, nothingness, silence, and past remained.",PRON ADV VERB ADV DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"restait-nsubj-il,restait-advmod-ne,restait-advmod-que,restait-obj-écho,écho-det-l',écho-nmod-voix,voix-det-sa,voix-conj-larmes,larmes-det-ses,larmes-conj-désespoir,désespoir-det-son,désespoir-conj-solitude,solitude-det-sa,solitude-conj-néant,néant-det-son,néant-conj-silence,silence-det-son,silence-conj-passé,passé-det-son,passé-case-de son",-0.9,2
"Elle pleurait l'absence de lumière, d'espoir, de chaleur, de joie, d'amour, de paix et de bonheur.","She cried for the absence of light, hope, warmth, joy, love, peace, and happiness.",PRON VERB DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"pleurait-nsubj-elle,pleurait-obj-absence,absence-det-l',absence-nmod-lumière,lumière-case-de,lumière-conj-espoir,espoir-case-d',espoir-conj-chaleur,chaleur-case-de,chaleur-conj-joie,joie-case-de,joie-conj-amour,amour-case-d',amour-conj-paix,paix-case-de,paix-conj-bonheur,bonheur-case-de",-0.8,2
"Les étoiles étaient des larmes gelées, silencieuses, amères, infinies, éternelles, sans fin et sans lumière.","The stars were frozen, silent, bitter, infinite, eternal, endless, and lightless tears.",DET NOUN AUX DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"étaient-nsubj-étoiles,étaient-cop-étaient,étaient-obj-larmes,larmes-det-des,larmes-amod-gelées,gelées-conj-silencieuses,silencieuses-conj-amères,amères-conj-infinies,infinies-conj-éternelles,éternelles-conj-sans fin,fin-case-sans,fin-conj-sans lumière,lumière-case-sans,étoiles-det-les",-0.7,2
"Un voile de tristesse éternelle, profonde, sans fin, accablante, suffocante, désespérante et mortelle.","A veil of eternal, deep, endless, overwhelming, suffocating, despairing, and deadly sadness.",DET NOUN ADP NOUN ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"voile-det-un,voile-nmod-tristesse,tristesse-case-de,tristesse-amod-éternelle,éternelle-conj-profonde,profonde-conj-sans fin,fin-case-sans,fin-conj-accablante,accablante-conj-suffocante,suffocante-conj-désespérante,désespérante-conj-mortelle",-0.9,0
"Le chagrin était une blessure incurable, béante, purulente, mortelle, sans remède, sans espoir et sans fin.","Sorrow was an incurable, gaping, festering, deadly, remediless, hopeless, and endless wound.",DET NOUN AUX DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"était-nsubj-chagrin,était-cop-était,était-obj-blessure,blessure-det-une,blessure-amod-incurable,incurable-conj-béante,béante-conj-purulente,purulente-conj-mortelle,remède-case-sans,espoir-case-sans,fin-case-sans,chagrin-det-le",-0.9,2
"Elle se sentait prisonnière de son corps, de son esprit, de son passé, de son destin, de son désespoir, de son néant, de son silence et de sa solitude.","She felt trapped in her body, mind, past, destiny, despair, nothingness, silence, and loneliness.",PRON PRON VERB VERB ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"sentait-nsubj-elle,sentait-obj-se,sentait-xcomp-prisonnière,prisonnière-obl-corps,corps-det-son,corps-conj-esprit,esprit-det-son,esprit-conj-passé,passé-det-son,passé-conj-destin,destin-det-son,destin-conj-désespoir,désespoir-det-son,désespoir-conj-néant,néant-det-son,néant-conj-silence,silence-det-son,silence-conj-solitude,solitude-det-sa,solitude-case-de sa",-0.9,3
"Les larmes étaient sa seule nourriture, sa seule consolation, sa seule échappatoire, sa seule amie, sa seule raison de vivre, sa seule lumière et sa seule paix.","Tears were her only nourishment, her only consolation, her only escape, her only friend, her only reason for living, her only light, and her only peace.",DET NOUN AUX DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN ADP VERB PUNCT DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT,"étaient-nsubj-larmes,étaient-cop-étaient,étaient-obj-nourriture,nourriture-det-sa seule,nourriture-conj-consolation,consolation-det-sa seule,consolation-conj-échappatoire,échappatoire-det-sa seule,échappatoire-conj-amie,amie-det-sa seule,amie-conj-raison,raison-det-sa seule,raison-obl-vivre,vivre-case-de,raison-conj-lumière,lumière-det-sa seule,lumière-conj-paix,paix-det-sa seule,larmes-det-les",-0.8,2
"Un vide immense, froid, sombre, sans fin, abyssal, désespérant, mortel, éternel et infini.","A huge, cold, dark, endless, abyssal, despairing, deadly, eternal, and infinite void.",DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"vide-det-un,immense-amod-immense,froid-amod-froid,sombre-amod-sombre,fin-case-sans,abyssal-amod-abyssal,désespérant-amod-désespérant,mortel-amod-mortel,éternel-amod-éternel,infini-amod-infini",-0.9,0
"Le monde était un cauchemar de souffrance, de désolation, de solitude, de vide, de néant, de mort et d'indifférence.","The world was a nightmare of suffering, desolation, loneliness, emptiness, nothingness, death, and indifference.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"était-nsubj-monde,était-cop-était,était-obj-cauchemar,cauchemar-det-un,cauchemar-nmod-souffrance,souffrance-case-de,souffrance-conj-désolation,désolation-case-de,désolation-conj-solitude,solitude-case-de,solitude-conj-vide,vide-case-de,vide-conj-néant,néant-case-de,néant-conj-mort,mort-case-de,mort-conj-indifférence,indifférence-case-d',monde-det-le",-0.9,2
"Elle portait le poids de sa solitude, de son silence, de sa douleur, de son désespoir, de sa résignation, de son néant, de son passé et de son destin.","She carried the weight of her loneliness, her silence, her pain, her despair, her resignation, her nothingness, her past, and her destiny.",PRON VERB DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"portait-nsubj-elle,portait-obj-poids,poids-det-le,poids-nmod-solitude,solitude-det-sa,solitude-conj-silence,silence-det-son,silence-conj-douleur,douleur-det-sa,douleur-conj-désespoir,désespoir-det-son,désespoir-conj-résignation,résignation-det-sa,résignation-conj-néant,néant-det-son,néant-conj-passé,passé-det-son,passé-conj-destin,destin-det-son,destin-case-de son",-0.9,2
"Les jours s'éteignaient dans l'oubli, le désespoir, l'amertume, la résignation, la mort, le néant, l'indifférence, le vide et la souffrance.","The days died out in oblivion, despair, bitterness, resignation, death, nothingness, indifference, emptiness, and suffering.",DET NOUN PRON VERB ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"éteignaient-nsubj-jours,éteignaient-obj-s',éteignaient-obl-oubli,oubli-det-l',oubli-conj-désespoir,désespoir-det-le,désespoir-conj-amertume,amertume-det-l',amertume-conj-résignation,résignation-det-la,résignation-conj-mort,mort-det-la,mort-conj-néant,néant-det-le,néant-conj-indifférence,indifférence-det-l',indifférence-conj-vide,vide-det-le,vide-conj-souffrance,souffrance-det-la,jours-det-les",-0.9,2
"Un cœur lourd, vide, brisé, désespéré, sans espoir, sans vie, sans avenir, sans lumière, sans raison et sans fin.","A heavy, empty, broken, desperate, hopeless, lifeless, futureless, lightless, reasonless, and endless heart.",DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"cœur-det-un,lourd-amod-lourd,vide-amod-vide,brisé-amod-brisé,désespéré-amod-désespéré,espoir-case-sans,vie-case-sans,avenir-case-sans,lumière-case-sans,raison-case-sans,fin-case-sans",-0.9,0
"Le silence était un linceul froid, sombre, lourd, éternel, oppressant, infini, mortel et insoutenable.","Silence was a cold, dark, heavy, eternal, oppressive, infinite, deadly, and unbearable shroud.",DET NOUN AUX DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"était-nsubj-silence,était-cop-était,était-obj-linceul,linceul-det-un,linceul-amod-froid,froid-conj-sombre,sombre-conj-lourd,lourd-conj-éternel,éternel-conj-oppressant,oppressant-conj-infini,infini-conj-mortel,mortel-conj-insoutenable,silence-det-le",-0.9,2
"Il ne restait que l'écho de sa voix, de ses larmes, de son désespoir, de sa solitude, de son néant, de son silence, de son passé et de son destin.","Only the echo of his voice, tears, despair, loneliness, nothingness, silence, past, and destiny remained.",PRON ADV VERB ADV DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"restait-nsubj-il,restait-advmod-ne,restait-advmod-que,restait-obj-écho,écho-det-l',écho-nmod-voix,voix-det-sa,voix-conj-larmes,larmes-det-ses,larmes-conj-désespoir,désespoir-det-son,désespoir-conj-solitude,solitude-det-sa,solitude-conj-néant,néant-det-son,néant-conj-silence,silence-det-son,silence-conj-passé,passé-det-son,passé-conj-destin,destin-det-son,destin-case-de son",-0.9,2
"Elle pleurait l'absence de lumière, d'espoir, de chaleur, de joie, d'amour, de paix, de bonheur et de sens.","She cried for the absence of light, hope, warmth, joy, love, peace, happiness, and meaning.",PRON VERB DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"pleurait-nsubj-elle,pleurait-obj-absence,absence-det-l',absence-nmod-lumière,lumière-case-de,lumière-conj-espoir,espoir-case-d',espoir-conj-chaleur,chaleur-case-de,chaleur-conj-joie,joie-case-de,joie-conj-amour,amour-case-d',amour-conj-paix,paix-case-de,paix-conj-bonheur,bonheur-case-de,bonheur-conj-sens,sens-case-de",-0.8,2
"Les étoiles étaient des larmes gelées, silencieuses, amères, infinies, éternelles, sans fin, sans lumière et sans raison.","The stars were frozen, silent, bitter, infinite, eternal, endless, lightless, and reasonless tears.",DET NOUN AUX DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"étaient-nsubj-étoiles,étaient-cop-étaient,étaient-obj-larmes,larmes-det-des,larmes-amod-gelées,gelées-conj-silencieuses,silencieuses-conj-amères,amères-conj-infinies,infinies-conj-éternelles,éternelles-conj-sans fin,fin-case-sans,fin-conj-sans lumière,lumière-case-sans,lumière-conj-sans raison,raison-case-sans,étoiles-det-les",-0.7,2
"Un voile de tristesse éternelle, profonde, sans fin, accablante, suffocante, désespérante, mortelle et sans remède.","A veil of eternal, deep, endless, overwhelming, suffocating, despairing, deadly, and remediless sadness.",DET NOUN ADP NOUN ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADP NOUN PUNCT,"voile-det-un,voile-nmod-tristesse,tristesse-case-de,tristesse-amod-éternelle,éternelle-conj-profonde,profonde-conj-sans fin,fin-case-sans,fin-conj-accablante,accablante-conj-suffocante,suffocante-conj-désespérante,désespérante-conj-mortelle,mortelle-conj-sans remède,remède-case-sans,voile-det-un",-0.9,0
"Elle se sentait prisonnière de son corps, de son esprit, de son passé, de son destin, de son désespoir, de son néant, de son silence, de sa solitude et de son chagrin.","She felt trapped in her body, mind, past, destiny, despair, nothingness, silence, loneliness, and sorrow.",PRON PRON VERB VERB ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"sentait-nsubj-elle,sentait-obj-se,sentait-xcomp-prisonnière,prisonnière-obl-corps,corps-det-son,corps-conj-esprit,esprit-det-son,esprit-conj-passé,passé-det-son,passé-conj-destin,destin-det-son,destin-conj-désespoir,désespoir-det-son,désespoir-conj-néant,néant-det-son,néant-conj-silence,silence-det-son,silence-conj-solitude,solitude-det-sa,solitude-conj-chagrin,chagrin-det-son,chagrin-case-de son",-0.9,3
"Les larmes étaient sa seule nourriture, sa seule consolation, sa seule échappatoire, sa seule amie, sa seule raison de vivre, sa seule lumière, sa seule paix et sa seule liberté.","Tears were her only nourishment, her only consolation, her only escape, her only friend, her only reason for living, her only light, her only peace, and her only freedom.",DET NOUN AUX DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN ADP VERB PUNCT DET ADJ NOUN PUNCT DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT,"étaient-nsubj-larmes,étaient-cop-étaient,étaient-obj-nourriture,nourriture-det-sa seule,nourriture-conj-consolation,consolation-det-sa seule,consolation-conj-échappatoire,échappatoire-det-sa seule,échappatoire-conj-amie,amie-det-sa seule,amie-conj-raison,raison-det-sa seule,raison-obl-vivre,vivre-case-de,raison-conj-lumière,lumière-det-sa seule,lumière-conj-paix,paix-det-sa seule,paix-conj-liberté,liberté-det-sa seule,larmes-det-les",-0.8,2
"Un vide immense, froid, sombre, sans fin, abyssal, désespérant, mortel, éternel, infini et sans espoir.","A huge, cold, dark, endless, abyssal, despairing, deadly, eternal, infinite, and hopeless void.",DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADP NOUN PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADP NOUN PUNCT,"vide-det-un,immense-amod-immense,froid-amod-froid,sombre-amod-sombre,fin-case-sans,abyssal-amod-abyssal,désespérant-amod-désespérant,mortel-amod-mortel,éternel-amod-éternel,infini-amod-infini,espoir-case-sans",-0.9,0
"Le monde était un cauchemar de souffrance, de désolation, de solitude, de vide, de néant, de mort, d'indifférence et d'amertume.","The world was a nightmare of suffering, desolation, loneliness, emptiness, nothingness, death, indifference, and bitterness.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"était-nsubj-monde,était-cop-était,était-obj-cauchemar,cauchemar-det-un,cauchemar-nmod-souffrance,souffrance-case-de,souffrance-conj-désolation,désolation-case-de,désolation-conj-solitude,solitude-case-de,solitude-conj-vide,vide-case-de,vide-conj-néant,néant-case-de,néant-conj-mort,mort-case-de,mort-conj-indifférence,indifférence-case-d',indifférence-conj-amertume,amertume-case-d',monde-det-le",-0.9,2
"Elle portait le poids de sa solitude, de son silence, de sa douleur, de son désespoir, de sa résignation, de son néant, de son passé, de son destin et de son chagrin.","She carried the weight of her loneliness, her silence, her pain, her despair, her resignation, her nothingness, her past, her destiny, and her sorrow.",PRON VERB DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"portait-nsubj-elle,portait-obj-poids,poids-det-le,poids-nmod-solitude,solitude-det-sa,solitude-conj-silence,silence-det-son,silence-conj-douleur,douleur-det-sa,douleur-conj-désespoir,désespoir-det-son,désespoir-conj-résignation,résignation-det-sa,résignation-conj-néant,néant-det-son,néant-conj-passé,passé-det-son,passé-conj-destin,destin-det-son,destin-conj-chagrin,chagrin-det-son,chagrin-case-de son",-0.9,2
